id;quest;completed;voice;emotion;text;output_path
102;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; He used the tears of grief from his father, made of pure ebony.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_3.xwm
103;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; But it was broken into dozens of pieces, many centuries ago.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_4.xwm
104;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; The fragments were spread all across Tamriel.  We, the Silver Hands, have been looking for the fragments since our foundation.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_5.xwm
105;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; I received a letter this morning from Fjol, the leader of the Driftshade Refugee camp.  He is the second after my command.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_6.xwm
106;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; His research led him to conclude that a possible location of one of the remaining fragments is an old Nordic ruin on the Rift.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_7.xwm
107;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; Talk to Hillara.  She will accompany you on this adventure.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A65_8.xwm
108;DSilHand_M20AngarvundesTreasure;false;malenordhappy;happy;[I'M HAPPY] I have the first task for you. [I'M HAPPY] Have you heard about the Wuuthrad axe?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KS__00013A63_1.xwm
109;DSilHand_M20AngarvundesTreasure;false;femaleeventonedhappy;happy;[I'M HAPPY] Lead the way.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_M_DSilHand_M20HM__00013A6A_1.xwm
110;DSilHand_M20AngarvundesTreasure;false;femaleeventonedsurprise;surprise;[I'M SURPRISED] Aw yes. [I'M SURPRISED] Krev told me about the clues Fjol was able to find.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_M_DSilHand_M20HM__00013A68_1.xwm
111;DSilHand_M20AngarvundesTreasure;false;femaleeventonedhappy;happy;[I'M HAPPY] He believes that one of the missing fragments of Ysgramor's axe is part of the Angarvunde treasure trove.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_M_DSilHand_M20HM__00013A68_2.xwm
112;DSilHand_M20AngarvundesTreasure;false;femaleeventonedhappy;happy;[I'M HAPPY] I'll mark the location of the tomb on your map. [I'M HAPPY] It is located between Riften and Ivarstead.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_M_DSilHand_M20HM__00013A68_3.xwm
113;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; By Ysgramor!  You did it.  You found the fragment!  Fjol was right once again.  Congratulations.  You are doing very well brother.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KF__00013A72_1.xwm
114;DSilHand_M20AngarvundesTreasure;false;malenordneutral;neutral; You should meet Fjol.  He will have other tasks for you.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M20KF__00013A72_2.xwm
115;DSilHand_M30ScholarFragment;false;maleelfhaughtyhappy;happy;;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleElfHaughty\DSilHand_M_DSilHand_M30_WI_00015AD6_1.xwm
116;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Good! [I'M HAPPY] Before we continue, I need to thank you for your efforts so far.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603F_1.xwm
117;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Take this sword as a reward.  It is a silver sword, but with a secret tempering method that uses dwemer oil.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603F_2.xwm
118;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; This tempering makes it as hard and sharp as ebony.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603F_3.xwm
119;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Talk with Kurdak if you want to learn more about this process.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603F_4.xwm
120;DSilHand_M30ScholarFragment;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED] Let me see...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_1.xwm
121;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] That is amazing! [I'M HAPPY][I'M ECSTATIC] The mages of the college have discovered another possible location for the next fragment!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_2.xwm
122;DSilHand_M30ScholarFragment;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED] Dustman's Cairn... [I'M PUZZLED] I know where this place is.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_3.xwm
123;DSilHand_M30ScholarFragment;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED] The letter says they were going to inform the Companions about the location...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_4.xwm
124;DSilHand_M30ScholarFragment;false;maleeventonedaccentedsurprise;surprise;[I'M SURPRISED] We must hurry! [I'M SURPRISED] We must go fast and be there as soon as possible.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_5.xwm
125;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; I'll mark the location on your map.  I'll make the arrangements and gather some manpower for the excavations.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_6.xwm
126;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Meet me there in a few hours, we must be there before the Companions!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_0001603D_7.xwm
127;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] I can't believe it. [I'M HAPPY][I'M ECSTATIC] Ysgramor must be helping us from Sovngarde, somehow!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FF_00015AD9_1.xwm
128;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Good Brother!  That's the spirit!  Please, be discrete as possible.  No one should know he is our informant.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD3_1.xwm
129;DSilHand_M30ScholarFragment;false;maleeventonedaccentedsad;sad;[I'M SAD] This is a long history. [I'M SAD] Let's I and Krev were invited to become beasts, and refused the 'gift'.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD1_1.xwm
130;DSilHand_M30ScholarFragment;false;maleeventonedaccentedanger;anger;[I'M ANGRY] But we didn't want to stay quiet as well. [I'M ANGRY] Now, they are persecuting us.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD1_2.xwm
131;DSilHand_M30ScholarFragment;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED] Enough talk about the past... [I'M PUZZLED] Soon we may talk more about that. [I'M PUZZLED] Now I need a favor.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD1_3.xwm
132;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Could you please talk to an informant we have on Winterhold?  He is called Nelacar.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD1_4.xwm
133;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Just ask him if he still has that silver ring to sell.  If he has any good news, he will find a way to tell you.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AD1_5.xwm
134;DSilHand_M30ScholarFragment;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Their leaders. [I'M ANGRY] They say they are all equals. [I'M ANGRY] That was true in the past. [I'M ANGRY] Centuries ago.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACF_1.xwm
135;DSilHand_M30ScholarFragment;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Before they started to worship Hircine. [I'M ANGRY] Now, all the members of the circle share the same beast blood.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACF_2.xwm
136;DSilHand_M30ScholarFragment;false;maleeventonedaccenteddisgust;disgust;[THIS IS DISGUSTING] Yes. [THIS IS DISGUSTING] The Companions. [THIS IS DISGUSTING] The members of the circle. [THIS IS DISGUSTING] They are werewolves. [THIS IS DISGUSTING] All of them.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACD_1.xwm
137;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Is that true? [I'M HAPPY][I'M ECSTATIC] Brave! [I'M HAPPY][I'M ECSTATIC] We are one piece closer to finishing that puzzle!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACB_1.xwm
138;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] As Krev may have told you, we the Silver Hand have been searching for the pieces of Wuuthrad for some centuries now.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACB_2.xwm
139;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; It was broken into twelve pieces hundreds of years ago.  Right now, the Dogs in Whiterun have four pieces.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACB_3.xwm
140;DSilHand_M30ScholarFragment;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] But, thanks to your help, we new have five fragments.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015ACB_4.xwm
141;DSilHand_M30ScholarFragment;false;maleeventonedaccentedneutral;neutral; Yes.  I'm.  I believe you are the recruit, I'm right?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M30_FM_00015AC9_1.xwm
142;DSilHand_M40CompConspiracy;false;maleeventonedaccentedneutral;neutral; Welcome brother.  Let's recover the fragment inside this tomb.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40ST__0002AE99_1.xwm
143;DSilHand_M40CompConspiracy;false;maleeventonedaccentedneutral;neutral; The rest of the men are already inside excavating.  But beware.  The Companions may be coming as well.  Be ready to fight.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40ST__0002AE99_2.xwm
144;DSilHand_M40CompConspiracy;false;malenordneutral;neutral; Lead the way!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M40CF2_0002BED9_1.xwm
145;DSilHand_M40CompConspiracy;false;malenordhappy;happy;[I'M HAPPY][I'M ECSTATIC] Great work soldier!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M40KR__0002EF5D_1.xwm
146;DSilHand_M40CompConspiracy;false;malenordhappy;happy;[I'M HAPPY] Take this armor and weapon as a reward for your efforts. [I'M HAPPY] I promote you to  a silver hand hunter.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M40KR__0002EF5D_2.xwm
147;DSilHand_M40CompConspiracy;false;malenordhappy;happy;[I'M HAPPY][I'M ECSTATIC] Congratulations. [I'M HAPPY][I'M ECSTATIC] Take this bear armor as a gift for your efforts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M40KR__0002EF5D_3.xwm
148;DSilHand_M40CompConspiracy;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED] To be fair, I don't know yet... [I'M PUZZLED] We have been investigating for decades where it may be. [I'M PUZZLED] Some clues, but no confirmation...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40FG__0002EF5A_1.xwm
149;DSilHand_M40CompConspiracy;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Great! [I'M HAPPY][I'M ECSTATIC] We now have seven fragments. [I'M HAPPY][I'M ECSTATIC] The Companions four. [I'M HAPPY][I'M ECSTATIC] There is only one lost piece...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40FG__0002E9F6_1.xwm
150;DSilHand_M40CompConspiracy;false;malebanditneutral;neutral; Go ahead, I'll stand guard!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleBandit\DSilHand_M_DSilHand_M40CF1_0002BED8_1.xwm
151;DSilHand_M40CompConspiracy;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Lead the way!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40AB__0002FA29_1.xwm
152;DSilHand_M40CompConspiracy;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Great battle fellow brother! [I'M HAPPY][I'M ECSTATIC] We have just defeated one of the Circle members.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40AB__0002BED1_1.xwm
153;DSilHand_M40CompConspiracy;false;maleeventonedaccenteddisgust;disgust;[THIS IS DISGUSTING][I'M REPULSED] That's the 'beast blood gift' they say. [THIS IS DISGUSTING][I'M REPULSED] I call it a daedric abomination... [THIS IS DISGUSTING][I'M REPULSED] Anyway, let's continue!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40AB__0002BED1_2.xwm
154;DSilHand_M40CompConspiracy;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Let's call the brothers inside to help us.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M40AB__0002BED1_3.xwm
155;DSilHand_M50WolfAmbush;false;malenorddisgust;disgust;[THIS IS DISGUSTING] Nice you asked. [THIS IS DISGUSTING] We hard that the companions were hired to kill a beast on Falkreath hold. [THIS IS DISGUSTING] Is our chance to take one more of them out of the guard.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M50SK__000175CD_1.xwm
156;DSilHand_M50WolfAmbush;false;malenordanger;anger;[I'M ANGRY] Have no mercy with them. [I'M ANGRY] They would not have with you.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleNord\DSilHand_M_DSilHand_M50SK__000175CD_2.xwm
157;DSilHand_M60Retaliation;false;malekhajiithappy;happy;[I'M HAPPY] Good! [I'M HAPPY] We will be taking care of things here. [I'M HAPPY] We must clean up this mess, rebuild our defenses,  and make the proper funerals.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__00025819_1.xwm
158;DSilHand_M60Retaliation;false;malekhajiitneutral;neutral; Fjol will tell us the next steps.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__00025819_2.xwm
159;DSilHand_M60Retaliation;false;malekhajiitanger;anger;[I'M ANGRY][I'M FURIOUS] We were waiting to be attacked in retaliation to Farkas and Njada's death. [I'M ANGRY][I'M FURIOUS] But they attacked sooner than we expected.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__0002581A_1.xwm
160;DSilHand_M60Retaliation;false;malekhajiithappy;happy;[I'M HAPPY] Anyway, we had an important victory tonight. [I'M HAPPY] Krev must be proud of all of us now. [I'M HAPPY] Listen, Fjol needs to be notified of what happened.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__0002581A_2.xwm
161;DSilHand_M60Retaliation;false;malekhajiitpuzzled;puzzled;[I'M PUZZLED] Since he was the second in charge, he must claim our leadership now.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__0002581A_3.xwm
162;DSilHand_M60Retaliation;false;malekhajiitsad;sad;[I'M SAD] Yes, we did it, we won the battle... [I'M SAD] But we lost our Leader, Krev. [I'M SAD] May his soul rest in peace in Sovngarde.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_M_DSilHand_M60SE__00024D52_1.xwm
163;DSilHand_M60Retaliation;false;malecommonerneutral;neutral; I'll be fine...  I have a healing potion...  You must hurry inside to help our brothers...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleCommoner\DSilHand_M_DSilHand_M60GG__0001C14C_1.xwm
164;DSilHand_M60Retaliation;false;malecommonerneutral;neutral; Companions...  th-they came sneaky, assault the fort.  They released those beasts into the cages...  Please brother...  avenge our shed blood....  ohhh;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleCommoner\DSilHand_M_DSilHand_M60GG__0001C14A_1.xwm
165;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; A long time ago...  Krev and I were Companions too.  We were almost like twin brothers, we were inseparable in the battles.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_1.xwm
166;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; But one day...  We both were invited to ascend to the circle.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_2.xwm
167;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Fortunately, Krev noticed what the circle was about, and we fled before being forced to drink the cursed wolf's blood.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_3.xwm
168;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Since then, we have been fighting for the Silver Hand.  They didn't know but Krev's mother was murdered by a werewolf...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_4.xwm
169;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; We have been hiring valiant warriors who hate werewolves and Daedra more than anything.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_5.xwm
170;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Now, the Silver Hand had grown stronger than ever.  But enough talk.  We must celebrate our victory.  Come on, let's celebrate!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025826_6.xwm
171;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Even though many of us have perished, this was a great victory for sure.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025825_1.xwm
172;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; You know...  I must tell you some things...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025825_2.xwm
173;DSilHand_M60Retaliation;false;maleeventonedaccentedsad;sad;[I'M SAD][I'M DEVASTATED] No... [I'M SAD][I'M DEVASTATED] Krev... [I'M SAD][I'M DEVASTATED] My best friend... [I'M SAD][I'M DEVASTATED] but... [I'M SAD][I'M DEVASTATED] He must be better than us now, for sure!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025824_1.xwm
174;DSilHand_M60Retaliation;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] He must be drinking the most delicious mead, with the most delightful woman in Sovngarde.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025824_2.xwm
175;DSilHand_M60Retaliation;false;maleeventonedaccentedpuzzled;puzzled;[I'M PUZZLED][I'M COMPLETELY BAFFLED] And about the Companions... [I'M PUZZLED][I'M COMPLETELY BAFFLED] How many of them were werewolves?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__00025824_3.xwm
176;DSilHand_M60Retaliation;false;maleeventonedaccentedsurprise;surprise;[I'M SURPRISED] By the nine! [I'M SURPRISED] Did we have many casualties?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__0002581F_1.xwm
177;DSilHand_M60Retaliation;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Come on in. [I'M HAPPY] What brings you here?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FP__0002581D_1.xwm
178;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Now you are officially a Stronghold Chief, and the second on the succession line of our group.  Congratulations!  Please, accept these gifts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FPt_0002582E_1.xwm
179;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; And as a reward for the bravery and efforts annihilating wolves, I offer you the leadership of the Gallows Rock fort.  Do you accept?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M60FPt_0002582C_1.xwm
180;DSilHand_M60Retaliation;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Listen brothers of Hunt! [I'M HAPPY] We just had a victory over the Companions. [I'M HAPPY] They assaulted Gallows Rock, but we were able to defeat them!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_1.xwm
181;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Three members of the circle have fallen, including Aela and Skjor.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_2.xwm
182;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Unfortunately our great leader Krev has perished in the battle.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_3.xwm
183;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; He guided us for these years, and turned the Silver Hands stronger than ever.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_4.xwm
184;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Now we celebrate for the honor of his name, and his glorious entrance to Sovngarde!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_5.xwm
185;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Listen to brothers!  We have important news from Gallows Rock!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A66_1.xwm
186;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Good!  If you find anything there, please go look for me at Gallows Rock.  I'll be attending Krev's funeral.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__000278A1_1.xwm
187;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; I just received a letter from a Silver brother who was investigating clues of the last missing Wuuthrad's  fragment in Morrowind.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_1.xwm
188;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; He discovered that an axe fragment was displayed centuries ago in the Mournhold Museum of Artifacts, but disappeared after the Argonian invasion.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_2.xwm
189;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; But rumors emerged that a group of bandits have found this fragment.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_3.xwm
190;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; They were last seen crossing the border near Riften, and are housed in Broken Helm Hollow.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_4.xwm
191;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Do you think you can handle this?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_5.xwm
192;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Ok.  Come talk with me when you are ready.  We need your help.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A9_1.xwm
193;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Excellent.  Meet the man outside Whiterun the next night, after Dusk.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278AA_1.xwm
194;DSilHand_M70UncPast;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Until then, use your time to select your best armor and weapon. [I'M HAPPY] And some healing potions. [I'M HAPPY] This fight is going to be tough.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278AA_2.xwm
